gene_symbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DE
USP53,0.704580636,2.87E-04,0.034,0.032,1,notDE
ZFP1,0.704927638,-0.003431876,0.029,0.027,1,notDE
TCIRG1,0.705052239,-0.01159893,0.171,0.166,1,notDE
AL096678.1,0.70506557,-0.004279247,0.007,0.009,1,notDE
TRIM27,0.705095201,-0.043786363,0.184,0.188,1,notDE
CCDC7,0.705369809,0.004666053,0.019,0.02,1,notDE
NCOA7,0.70559254,-0.016983566,0.139,0.145,1,notDE
NIPBL,0.705657237,-0.039393725,0.345,0.351,1,notDE
DHRS7,0.705827839,-0.018909758,0.433,0.43,1,notDE
MATN1-AS1,0.706005276,0.010769569,0.014,0.013,1,notDE
PARD6B,0.706029266,-0.011493901,0.015,0.016,1,notDE
ATP5S,0.706168141,0.028050664,0.089,0.086,1,notDE
ADPGK,0.706414241,0.026540116,0.184,0.184,1,notDE
ZNF598,0.706522113,-0.009443673,0.057,0.06,1,notDE
MTRF1,0.706761999,0.010702644,0.036,0.034,1,notDE
PIK3CG,0.706908961,0.020272695,0.086,0.084,1,notDE
FANCG,0.70721517,0.007274074,0.034,0.037,1,notDE
MRPS18C,0.707301057,-0.020883009,0.261,0.268,1,notDE
SLC25A45,0.70777083,-0.004699292,0.009,0.011,1,notDE
ICA1L,0.708257811,-0.005787374,0.005,0.006,1,notDE
ZBTB33,0.708563005,-0.014687225,0.032,0.035,1,notDE
CMTR2,0.709017182,-0.015671519,0.05,0.053,1,notDE
FBXO4,0.709354882,0.017360815,0.034,0.032,1,notDE
DCTPP1,0.709507385,-0.037938871,0.198,0.202,1,notDE
ERMARD,0.710077647,0.005063403,0.024,0.022,1,notDE
GSTO2,0.710145393,1.96E-04,0.005,0.006,1,notDE
DYNC2H1,0.710274409,0.006555892,0.028,0.026,1,notDE
SELENOW,0.7104669,-0.027580264,0.476,0.47,1,notDE
RAB2A,0.710469395,-0.068539914,0.378,0.381,1,notDE
PCM1,0.710613607,-0.028696551,0.261,0.255,1,notDE
SMG6,0.710817134,-0.014565457,0.081,0.084,1,notDE
GPBP1,0.710946605,-0.070823943,0.381,0.39,1,notDE
ZNF8,0.710999546,-0.014248099,0.023,0.025,1,notDE
MAGED1,0.711000646,0.014238693,0.056,0.053,1,notDE
FAM229A,0.71101004,-4.66E-04,0.007,0.006,1,notDE
USP34,0.711018813,-0.036054499,0.189,0.194,1,notDE
MTMR11,0.711638309,0.002212797,0.001,0.001,1,notDE
AL132639.3,0.711638309,0.004899332,0.001,0.001,1,notDE
SMC1B,0.711638309,0.003945229,0.001,0.001,1,notDE
LINC02575,0.711638309,0.00205591,0.001,0.001,1,notDE
AL359643.3,0.711638309,0.002194749,0.001,0.001,1,notDE
AL031280.1,0.711813382,0.002241667,0.001,0.001,1,notDE
PGBD5,0.711813382,0.004269488,0.001,0.001,1,notDE
SH2D6,0.711813382,0.002756178,0.001,0.001,1,notDE
AC009948.4,0.711813382,0.003002272,0.001,0.001,1,notDE
AC092745.1,0.711813382,0.00115207,0.001,0.001,1,notDE
ASIC1,0.711813382,0.002227744,0.001,0.001,1,notDE
AC015819.1,0.711813382,0.001633793,0.001,0.001,1,notDE
ARVCF,0.711813382,0.002136199,0.001,0.001,1,notDE
IGLV2-8,0.711813382,0.003235762,0.001,0.001,1,notDE
AC007314.1,0.711813382,0.001984716,0.001,0.001,1,notDE
TMEM17,0.711813382,0.001996485,0.001,0.001,1,notDE
LDHAL6A,0.711813382,0.002314847,0.001,0.001,1,notDE
AC073046.1,0.711813382,0.002174926,0.001,0.001,1,notDE
AC068580.4,0.711813382,0.001079665,0.001,0.001,1,notDE
LINC02334,0.711813382,0.002818797,0.001,0.001,1,notDE
KCNK15,0.711813382,7.77E-04,0.001,0.001,1,notDE
RBM5-AS1,0.71198847,0.001388975,0.001,0.001,1,notDE
TLR2,0.71198847,0.001071305,0.001,0.001,1,notDE
AC073610.3,0.71198847,0.001387585,0.001,0.001,1,notDE
PKD1L3,0.71198847,0.001537732,0.001,0.001,1,notDE
LINC00504,0.71198847,7.87E-04,0.001,0.001,1,notDE
KLHL32,0.71198847,0.001291796,0.001,0.001,1,notDE
SEMA4G,0.71198847,0.001115407,0.001,0.001,1,notDE
AC087318.1,0.71198847,0.001810222,0.001,0.001,1,notDE
TDRD12,0.71198847,0.002168738,0.001,0.001,1,notDE
AC093525.4,0.71198847,0.00206424,0.001,0.001,1,notDE
TRMT10A,0.712150965,8.47E-04,0.014,0.013,1,notDE
COLQ,0.712163573,0.00113312,0.001,0.001,1,notDE
CFAP99,0.712163573,0.001043419,0.001,0.001,1,notDE
C11orf96,0.712163573,4.24E-04,0.001,0.001,1,notDE
AC004803.1,0.712163573,9.87E-04,0.001,0.001,1,notDE
GAS6-AS1,0.712163573,7.66E-04,0.001,0.001,1,notDE
LINC01562,0.712163573,8.47E-04,0.001,0.001,1,notDE
AL022069.1,0.712163573,0.001154843,0.001,0.001,1,notDE
AC005280.2,0.712163573,0.001192677,0.001,0.001,1,notDE
PAK6,0.712163573,2.40E-04,0.001,0.001,1,notDE
AC090510.1,0.712163573,8.18E-04,0.001,0.001,1,notDE
AC006504.1,0.712163573,0.001054251,0.001,0.001,1,notDE
TMEM176A,0.712338691,0.001201024,0.001,0.001,1,notDE
HTRA4,0.712338691,4.27E-04,0.001,0.001,1,notDE
AL391056.1,0.712338691,9.69E-04,0.001,0.001,1,notDE
CACNA1C,0.712338691,0.001032582,0.001,0.001,1,notDE
ENOX1,0.712338691,-9.13E-04,0.001,0.001,1,notDE
AC007611.1,0.712338691,-2.89E-05,0.001,0.001,1,notDE
PRR29-AS1,0.712338691,0.001247269,0.001,0.001,1,notDE
ZNF516,0.712338691,8.09E-04,0.001,0.001,1,notDE
ZFAT-AS1,0.712338691,4.94E-04,0.001,0.001,1,notDE
FARP1-AS1,0.712338691,1.24E-04,0.001,0.001,1,notDE
AL109917.1,0.712338691,4.61E-04,0.001,0.001,1,notDE
AL137856.1,0.712338691,-6.33E-04,0.001,0.001,1,notDE
NEURL3,0.712338691,6.17E-04,0.001,0.001,1,notDE
AC016708.1,0.712338691,9.15E-04,0.001,0.001,1,notDE
AC008937.3,0.712338691,8.86E-04,0.001,0.001,1,notDE
TANC2,0.712483066,-0.004320745,0.014,0.015,1,notDE
AC124045.1,0.712513824,-1.69E-04,0.001,0.001,1,notDE
IL3RA,0.712513824,-2.13E-04,0.001,0.001,1,notDE
AC080023.1,0.712513824,-0.001201777,0.001,0.001,1,notDE
TPH1,0.712513824,3.80E-05,0.001,0.001,1,notDE
AL360181.2,0.712513824,-2.37E-04,0.001,0.001,1,notDE
CABLES1,0.712513824,-2.74E-04,0.001,0.001,1,notDE
AL035420.3,0.712513824,2.50E-04,0.001,0.001,1,notDE
LINC02228,0.712513824,8.68E-04,0.001,0.001,1,notDE
ASB15,0.712513824,-3.40E-05,0.001,0.001,1,notDE
AL359644.1,0.712513824,-2.36E-04,0.001,0.001,1,notDE
NPHP3-AS1,0.712688973,-5.60E-04,0.001,0.001,1,notDE
AL357054.2,0.712688973,-3.86E-05,0.001,0.001,1,notDE
AL353135.1,0.712688973,-4.92E-04,0.001,0.001,1,notDE
AC092490.1,0.712688973,-5.17E-04,0.001,0.001,1,notDE
AC012651.1,0.712688973,-1.38E-04,0.001,0.001,1,notDE
PRRT1,0.712688973,-5.94E-05,0.001,0.001,1,notDE
MFAP2,0.712688973,-3.98E-04,0.001,0.001,1,notDE
TNKS2-AS1,0.712688973,-0.001375967,0.001,0.001,1,notDE
SLC25A26,0.712923992,0.024478021,0.108,0.106,1,notDE
NSD2,0.713131955,-0.023402838,0.084,0.088,1,notDE
ZNF714,0.713195093,-0.019375784,0.024,0.026,1,notDE
UBAC2-AS1,0.713247643,4.46E-04,0.012,0.011,1,notDE
ALG1,0.713439584,0.0052502,0.077,0.081,1,notDE
THYN1,0.713450556,-0.031130615,0.241,0.245,1,notDE
MLST8,0.713666642,0.008699543,0.075,0.08,1,notDE
FAM189B,0.713677943,0.005335691,0.038,0.036,1,notDE
PFKFB2,0.713687031,-0.004064908,0.001,0.001,1,notDE
RDH5,0.713687031,-0.003294582,0.001,0.001,1,notDE
AC100778.3,0.713687031,-0.003907948,0.001,0.001,1,notDE
RASIP1,0.713687031,-0.003404122,0.001,0.001,1,notDE
GCAT,0.713687031,-0.003240199,0.001,0.001,1,notDE
CDC25A,0.71381099,-0.002912526,0.001,0.001,1,notDE
CABYR,0.71381099,-0.003351354,0.001,0.001,1,notDE
PEG10,0.71381099,-0.006105843,0.001,0.001,1,notDE
TRIM7,0.713934957,-0.003347618,0.001,0.001,1,notDE
AC124798.1,0.713934957,-0.003529799,0.001,0.001,1,notDE
BEGAIN,0.713934957,-0.003116999,0.001,0.001,1,notDE
ADAMTSL5,0.713934957,-0.002781366,0.001,0.001,1,notDE
PYGO2,0.713966968,-0.031781083,0.104,0.107,1,notDE
MARS2,0.71405379,0.003683769,0.032,0.035,1,notDE
AC008467.1,0.714058932,-0.002540273,0.001,0.001,1,notDE
HIST1H2BI,0.714058932,-0.00325425,0.001,0.001,1,notDE
HIST1H3J,0.714058932,-0.002805343,0.001,0.001,1,notDE
HEY2,0.714182914,-0.002561339,0.001,0.001,1,notDE
AC011448.1,0.714182914,-0.002595822,0.001,0.001,1,notDE
PLCH2,0.714231072,-2.23E-04,0.005,0.006,1,notDE
C15orf62,0.714306903,-0.001996876,0.001,0.001,1,notDE
AC093484.2,0.714306903,-0.003110579,0.001,0.001,1,notDE
PACS1,0.714369892,0.004417932,0.124,0.121,1,notDE
AC012368.1,0.7144309,-0.002156443,0.001,0.001,1,notDE
AC007038.1,0.7144309,-0.002458607,0.001,0.001,1,notDE
HIST1H4B,0.7144309,-0.003073391,0.001,0.001,1,notDE
DSCAML1,0.7144309,-0.003141362,0.001,0.001,1,notDE
HAT1,0.714488166,-0.015080192,0.142,0.148,1,notDE
AC096734.1,0.714554905,-0.001674561,0.001,0.001,1,notDE
RPA4,0.714554905,-0.001509135,0.001,0.001,1,notDE
TYRO3,0.714554905,-0.002328049,0.001,0.001,1,notDE
FGF7,0.714554905,-0.00153809,0.001,0.001,1,notDE
Z94721.1,0.714678917,-0.001285462,0.001,0.001,1,notDE
AL358333.3,0.714678917,-0.002003846,0.001,0.001,1,notDE
CRABP2,0.714802937,-9.91E-04,0.001,0.001,1,notDE
LINC00484,0.714802937,-0.001560497,0.001,0.001,1,notDE
MAFB,0.714802937,-0.001342985,0.001,0.001,1,notDE
AC018647.2,0.7149221,-0.006505238,0.006,0.007,1,notDE
ZNF302,0.714923223,-0.015304606,0.074,0.078,1,notDE
ESPN,0.714926964,-7.31E-04,0.001,0.001,1,notDE
PRSS27,0.714926964,-8.96E-04,0.001,0.001,1,notDE
AL031432.5,0.715050999,-3.95E-04,0.001,0.001,1,notDE
AC068896.1,0.715050999,-6.59E-04,0.001,0.001,1,notDE
TSHR,0.715050999,-5.71E-04,0.001,0.001,1,notDE
ORAI1,0.715245452,-0.038120173,0.203,0.207,1,notDE
ATP8B2,0.715250514,-0.020924073,0.025,0.027,1,notDE
AL121928.1,0.715299091,2.92E-04,0.001,0.001,1,notDE
AC124016.2,0.715299092,0.00150763,0.001,0.001,1,notDE
TOPBP1,0.715360085,-0.009078672,0.103,0.107,1,notDE
MRPL33,0.715396996,-0.01011806,0.32,0.322,1,notDE
TPRN,0.716072349,-0.007287602,0.013,0.014,1,notDE
BRD3,0.716129347,-0.005471371,0.157,0.153,1,notDE
APPBP2,0.716321315,-0.028186639,0.096,0.1,1,notDE
DOLK,0.716578764,0.009527619,0.029,0.027,1,notDE
PPHLN1,0.716597425,-0.014352429,0.277,0.273,1,notDE
ANKRD36B,0.716869408,-0.003375026,0.066,0.063,1,notDE
LRFN1,0.716999322,0.005947108,0.009,0.008,1,notDE
KCTD6,0.717333655,-0.017359411,0.04,0.042,1,notDE
MAGI3,0.717611404,-0.007185346,0.004,0.004,1,notDE
CNEP1R1,0.717616678,-0.029327016,0.071,0.073,1,notDE
G2E3,0.718034721,-0.01995687,0.077,0.081,1,notDE
NPL,0.718284528,0.003890782,0.009,0.008,1,notDE
CAPZA2,0.718339375,-0.040296649,0.329,0.335,1,notDE
SAYSD1,0.718355705,-0.008012631,0.063,0.066,1,notDE
BCR,0.718784854,0.019891179,0.064,0.062,1,notDE
AL683813.1,0.718901652,-0.005381908,0.004,0.004,1,notDE
ZNF304,0.718936363,-0.008716501,0.013,0.014,1,notDE
IDS,0.719073161,-0.081905946,0.643,0.621,1,notDE
PCBP4,0.719426409,-0.013811876,0.049,0.052,1,notDE
PUDP,0.719439129,-0.011495099,0.054,0.057,1,notDE
ADAT1,0.71953559,0.001724764,0.047,0.045,1,notDE
TMEM234,0.719576763,0.004967247,0.058,0.055,1,notDE
ATOX1,0.719695464,0.005672235,0.157,0.163,1,notDE
RAD50,0.719930918,0.015943798,0.055,0.052,1,notDE
MALINC1,0.720056763,-0.002953334,0.004,0.004,1,notDE
SPAG16,0.720211929,0.008917227,0.03,0.032,1,notDE
BDH1,0.720300123,-0.012787148,0.047,0.05,1,notDE
FCHSD1,0.720487248,-0.009665373,0.092,0.096,1,notDE
HCG11,0.720877829,-7.32E-04,0.016,0.014,1,notDE
NBEAL1,0.720928528,0.030024749,0.104,0.102,1,notDE
CBX1,0.721295562,-0.007005176,0.137,0.134,1,notDE
ZMYND8,0.721510237,-0.005502661,0.035,0.038,1,notDE
TRAV25,0.721565145,-0.011486711,0.014,0.013,1,notDE
NUBPL,0.72164545,-0.005925439,0.014,0.013,1,notDE
TMEM243,0.72171088,-0.018059956,0.29,0.298,1,notDE
VPS50,0.721758003,0.002982335,0.052,0.05,1,notDE
NDUFA4,0.721968717,-0.020472213,0.689,0.684,1,notDE
NUP37,0.72200135,-0.008562679,0.093,0.097,1,notDE
OIP5,0.722053526,-0.005432855,0.006,0.006,1,notDE
ZNF92,0.722100275,0.023452727,0.054,0.052,1,notDE
TMOD3,0.722826644,-0.025141406,0.3,0.305,1,notDE
RAB3GAP2,0.722984664,0.017019782,0.119,0.116,1,notDE
CFLAR,0.722992603,-0.087960457,0.567,0.551,1,notDE
SPOPL,0.723083752,-0.025989552,0.025,0.027,1,notDE
C3orf18,0.724003129,0.007050702,0.008,0.007,1,notDE
SIPA1L1,0.724689342,-0.067141577,0.16,0.16,1,notDE
PCMTD1,0.724867965,0.010882569,0.157,0.155,1,notDE
LIG3,0.725126466,-0.009875775,0.05,0.048,1,notDE
DEPDC7,0.725173558,-0.005018675,0.003,0.003,1,notDE
ATF7IP,0.725305687,-0.003087529,0.223,0.219,1,notDE
ECH1,0.72531741,-0.001838376,0.114,0.119,1,notDE
RGS19,0.725384279,-0.038090339,0.16,0.164,1,notDE
POLR2J3,0.725885822,0.00938087,0.008,0.007,1,notDE
AASDH,0.725983778,0.002240157,0.029,0.031,1,notDE
RGMA,0.726185297,-0.00424573,0.003,0.003,1,notDE
AC016588.2,0.726244088,0.003273837,0.006,0.005,1,notDE
ZNF407,0.72629635,-0.006893413,0.032,0.035,1,notDE
CCHCR1,0.726364226,-0.013090617,0.031,0.033,1,notDE
CD40,0.726464189,-0.007010647,0.006,0.006,1,notDE
USP51,0.726652414,-0.003282728,0.003,0.003,1,notDE
SAMM50,0.726807895,0.010894732,0.14,0.147,1,notDE
PDLIM5,0.726958352,-0.016714318,0.103,0.107,1,notDE
AC007686.3,0.726958763,-0.004419019,0.002,0.002,1,notDE
ST20-MTHFS,0.726963883,-0.003704023,0.003,0.003,1,notDE
LIMS2,0.727052164,-0.003627174,0.002,0.002,1,notDE
XKR8,0.727166603,-0.011878588,0.053,0.056,1,notDE
MYH11,0.727392225,-0.0018088,0.003,0.003,1,notDE
LGALS4,0.727425808,-0.004923731,0.002,0.002,1,notDE
CAAP1,0.727462181,-0.016244761,0.087,0.091,1,notDE
TRMT13,0.727590745,-0.002647254,0.05,0.053,1,notDE
CAPN1,0.727630066,-0.034301816,0.224,0.219,1,notDE
HMGN2,0.727632987,-0.076852391,0.598,0.589,1,notDE
CDC42BPG,0.727706084,-0.005363603,0.002,0.002,1,notDE
ARHGEF5,0.72774078,-0.006958379,0.017,0.018,1,notDE
TRBV11-1,0.727820653,0.014428884,0.003,0.003,1,notDE
AC040970.1,0.727976466,-2.11E-04,0.003,0.003,1,notDE
AL590399.1,0.7280249,-0.007752542,0.006,0.006,1,notDE
PIWIL4,0.728093333,0.004341708,0.003,0.003,1,notDE
ZNF837,0.728189594,0.001954561,0.006,0.005,1,notDE
UNC13B,0.728416684,0.001034402,0.006,0.005,1,notDE
PJVK,0.728443972,-3.80E-04,0.003,0.003,1,notDE
FUNDC1,0.728497985,0.025543704,0.064,0.062,1,notDE
MUC16,0.728547129,-0.003277346,0.002,0.002,1,notDE
LPCAT4,0.728564909,-0.013929816,0.102,0.106,1,notDE
GTF2E1,0.728625952,0.017491501,0.043,0.041,1,notDE
SLC9A3R2,0.728734073,-0.004054471,0.002,0.002,1,notDE
GRAP,0.728738224,-0.01506326,0.02,0.022,1,notDE
TMEM245,0.728753644,-0.036133923,0.181,0.186,1,notDE
TMEM161B-AS1,0.728832015,-0.001180341,0.036,0.039,1,notDE
SNRPF,0.728966628,-0.039144342,0.386,0.389,1,notDE
ZNF845,0.728981775,-0.00367657,0.022,0.024,1,notDE
RNF212,0.729014518,-0.001617926,0.002,0.002,1,notDE
TGFBI,0.729014518,-0.001918807,0.002,0.002,1,notDE
AL135818.2,0.729014518,-0.001848252,0.002,0.002,1,notDE
MIS18A,0.729097748,0.007552192,0.051,0.048,1,notDE
GPAT2,0.729110451,0.006726947,0.015,0.016,1,notDE
RAP2C-AS1,0.729227914,-3.47E-04,0.006,0.005,1,notDE
OR2A1-AS1,0.729295,-0.001955117,0.002,0.002,1,notDE
CARNS1,0.729295,-0.002093954,0.002,0.002,1,notDE
TNNC2,0.729482008,-0.001672475,0.002,0.002,1,notDE
POU5F2,0.729535213,0.002220959,0.003,0.003,1,notDE
SLC16A4,0.729575518,-0.001224488,0.002,0.002,1,notDE
RB1,0.729944501,-0.018747466,0.144,0.139,1,notDE
AC023355.1,0.729949598,-7.23E-04,0.002,0.002,1,notDE
GCNA,0.730022762,-0.050415683,0.03,0.031,1,notDE
PANK1,0.730043128,3.86E-04,0.002,0.002,1,notDE
SNHG10,0.730172374,-0.020988705,0.033,0.035,1,notDE
TTC22,0.730180092,-0.007319738,0.012,0.013,1,notDE
ANAPC1,0.730200394,0.0105311,0.098,0.103,1,notDE
AC009237.14,0.7302302,0.001375705,0.002,0.002,1,notDE
CLDN7,0.7302302,5.00E-04,0.002,0.002,1,notDE
AP002748.3,0.730284757,0.01249976,0.023,0.022,1,notDE
KIAA1217,0.730417288,6.96E-04,0.002,0.002,1,notDE
WDR34,0.730479295,-0.016011027,0.057,0.059,1,notDE
ZACN,0.730510838,9.00E-06,0.002,0.002,1,notDE
RTP5,0.730638063,-0.001163597,0.006,0.006,1,notDE
AC005670.2,0.730922292,-5.47E-04,0.006,0.006,1,notDE
ZNF44,0.73147101,-0.010151203,0.057,0.059,1,notDE
APOBEC3C,0.732190025,-0.003364641,0.38,0.376,1,notDE
DIAPH2,0.73276194,0.005774967,0.029,0.027,1,notDE
TSTD3,0.733181585,0.005720629,0.014,0.013,1,notDE
RASSF1-AS1,0.733317976,0.006936201,0.005,0.004,1,notDE
USP46,0.733523737,-0.015207236,0.027,0.029,1,notDE
LINC00662,0.733631104,-0.002014575,0.055,0.052,1,notDE
MDFIC,0.733880571,0.005294583,0.101,0.106,1,notDE
RNASEH2A,0.733983912,0.006694155,0.063,0.061,1,notDE
AC005332.6,0.734003234,-0.015212586,0.011,0.012,1,notDE
PHF8,0.734016385,-0.023469559,0.066,0.069,1,notDE
ZNF358,0.734051237,0.006929045,0.006,0.006,1,notDE
AC239868.2,0.734175954,0.00419621,0.005,0.004,1,notDE
TMEM86B,0.734366993,-0.013036831,0.008,0.009,1,notDE
PTOV1-AS2,0.734390501,0.004803545,0.005,0.004,1,notDE
RFC1,0.734748277,-0.005467435,0.197,0.204,1,notDE
ZCCHC10,0.734872021,-0.03301925,0.116,0.119,1,notDE
TTYH2,0.734875894,-0.00900318,0.013,0.014,1,notDE
NPHP1,0.734962726,0.004364244,0.005,0.004,1,notDE
UBE3D,0.735514044,-0.003837339,0.017,0.018,1,notDE
RBBP9,0.735610501,-0.014121671,0.033,0.035,1,notDE
PFAS,0.73587693,0.002464673,0.013,0.014,1,notDE
TMEM126A,0.735947573,-0.008862712,0.157,0.164,1,notDE
PTPN6,0.735963039,-0.012322037,0.172,0.176,1,notDE
ASB7,0.736336772,-0.015810307,0.062,0.065,1,notDE
SLC25A44,0.736419077,0.00371287,0.08,0.084,1,notDE
IFT122,0.73650488,0.023241033,0.011,0.01,1,notDE
EP400,0.736518405,-0.027034446,0.162,0.167,1,notDE
H3F3C,0.736823472,0.002565505,0.005,0.004,1,notDE
ZNF853,0.73686295,0.007735877,0.007,0.007,1,notDE
GALC,0.736936364,-0.019694375,0.031,0.032,1,notDE
BCOR,0.737082192,-0.001397102,0.109,0.106,1,notDE
C2CD2L,0.7371041,-0.002992203,0.018,0.019,1,notDE
USP35,0.737114233,0.003464876,0.019,0.017,1,notDE
HPS1,0.73724825,-0.008279307,0.174,0.171,1,notDE
FAM120A,0.73732875,-0.026530314,0.118,0.122,1,notDE
THUMPD3-AS1,0.73742485,-0.053700981,0.151,0.155,1,notDE
CCDC92,0.73767842,-0.015601554,0.064,0.067,1,notDE
CNPY4,0.73777507,0.0010672,0.108,0.112,1,notDE
BICRA,0.737812323,0.011847999,0.029,0.027,1,notDE
TMEM60,0.737828976,-0.013404509,0.081,0.084,1,notDE
ZNF77,0.737873102,-0.009837125,0.019,0.021,1,notDE
AL031847.1,0.73791598,-5.56E-04,0,0,1,notDE
LINC01759,0.73791598,-2.73E-04,0,0,1,notDE
UBXN10,0.73791598,-7.15E-04,0,0,1,notDE
HSPG2,0.73791598,-3.63E-04,0,0,1,notDE
TMEM54,0.73791598,-3.09E-04,0,0,1,notDE
ANXA9,0.73791598,-3.00E-04,0,0,1,notDE
AC096642.1,0.73791598,-4.35E-04,0,0,1,notDE
AC092809.4,0.73791598,-3.34E-04,0,0,1,notDE
ACTN2,0.73791598,-2.57E-04,0,0,1,notDE
C2orf48,0.73791598,-2.09E-04,0,0,1,notDE
AC073283.1,0.73791598,-2.32E-04,0,0,1,notDE
LYG2,0.73791598,-5.98E-04,0,0,1,notDE
CYP27A1,0.73791598,-3.02E-04,0,0,1,notDE
PID1,0.73791598,-4.22E-04,0,0,1,notDE
ACKR3,0.73791598,-3.13E-04,0,0,1,notDE
AC011816.2,0.73791598,-4.18E-04,0,0,1,notDE
LAMB2,0.73791598,-2.51E-04,0,0,1,notDE
PTX3,0.73791598,-4.86E-04,0,0,1,notDE
AC104806.2,0.73791598,-7.08E-04,0,0,1,notDE
CXCL5,0.73791598,-3.66E-04,0,0,1,notDE
ARSJ,0.73791598,-7.10E-04,0,0,1,notDE
TRPC3,0.73791598,-4.31E-04,0,0,1,notDE
MIR3945HG,0.73791598,-2.63E-04,0,0,1,notDE
MRPS30-DT,0.73791598,-2.21E-04,0,0,1,notDE
AC104113.1,0.73791598,-0.001019506,0,0,1,notDE
AC008434.1,0.73791598,-3.46E-04,0,0,1,notDE
VCAN,0.73791598,-6.40E-04,0,0,1,notDE
MEF2C,0.73791598,-4.33E-04,0,0,1,notDE
ARL14EPL,0.73791598,-5.41E-04,0,0,1,notDE
TNFRSF21,0.73791598,-1.93E-04,0,0,1,notDE
TCP10L2,0.73791598,-4.10E-04,0,0,1,notDE
AC024028.1,0.73791598,-3.21E-04,0,0,1,notDE
DNAH11,0.73791598,-6.58E-04,0,0,1,notDE
IL6,0.73791598,-4.86E-04,0,0,1,notDE
AC092647.5,0.73791598,-5.36E-04,0,0,1,notDE
SEMA3C,0.73791598,-6.40E-04,0,0,1,notDE
LAMB1,0.73791598,-2.24E-04,0,0,1,notDE
CYBB,0.73791598,-3.21E-04,0,0,1,notDE
STARD8,0.73791598,-2.64E-04,0,0,1,notDE
FAM66D,0.73791598,-3.90E-04,0,0,1,notDE
ADAMDEC1,0.73791598,-2.89E-04,0,0,1,notDE
STMN4,0.73791598,-6.44E-04,0,0,1,notDE
RUSC2,0.73791598,-3.14E-04,0,0,1,notDE
PRUNE2,0.73791598,-3.35E-04,0,0,1,notDE
CAVIN4,0.73791598,-4.43E-04,0,0,1,notDE
AK8,0.73791598,-7.21E-04,0,0,1,notDE
PPP1R26,0.73791598,-4.04E-04,0,0,1,notDE
TNNI2,0.73791598,-2.53E-04,0,0,1,notDE
SLC15A3,0.73791598,-5.06E-04,0,0,1,notDE
AP000759.1,0.73791598,-3.37E-04,0,0,1,notDE
AP000924.1,0.73791598,-5.41E-04,0,0,1,notDE
AP003392.3,0.73791598,-8.49E-04,0,0,1,notDE
SCN3B,0.73791598,-7.63E-04,0,0,1,notDE
SLC37A2,0.73791598,-3.44E-04,0,0,1,notDE
PAPSS2,0.73791598,-2.47E-04,0,0,1,notDE
MYOF,0.73791598,-2.42E-04,0,0,1,notDE
TBC1D12,0.73791598,-3.08E-04,0,0,1,notDE
BLNK,0.73791598,-1.96E-04,0,0,1,notDE
JAKMIP3,0.73791598,-4.82E-04,0,0,1,notDE
CD163,0.73791598,-3.49E-04,0,0,1,notDE
CLEC4E,0.73791598,-2.91E-04,0,0,1,notDE
AC010186.1,0.73791598,-3.23E-04,0,0,1,notDE
AC026310.2,0.73791598,-2.88E-04,0,0,1,notDE
WNT10B,0.73791598,-7.54E-04,0,0,1,notDE
SDS,0.73791598,-3.12E-04,0,0,1,notDE
AL359736.1,0.73791598,-2.71E-04,0,0,1,notDE
RNASEH2B-AS1,0.73791598,-5.43E-04,0,0,1,notDE
AL162377.3,0.73791598,-5.01E-04,0,0,1,notDE
CFAP97D2,0.73791598,-2.92E-04,0,0,1,notDE
AL049875.1,0.73791598,-3.80E-04,0,0,1,notDE
AC090651.1,0.73791598,-5.68E-04,0,0,1,notDE
ALDH1A3,0.73791598,-0.002180392,0,0,1,notDE
CEMP1,0.73791598,-3.11E-04,0,0,1,notDE
SRRM2-AS1,0.73791598,-4.30E-04,0,0,1,notDE
NPIPB8,0.73791598,-3.60E-04,0,0,1,notDE
AC133550.1,0.73791598,-5.62E-04,0,0,1,notDE
AC009088.1,0.73791598,-2.49E-04,0,0,1,notDE
AC092118.2,0.73791598,-4.81E-04,0,0,1,notDE
PMFBP1,0.73791598,-4.91E-04,0,0,1,notDE
AC138512.1,0.73791598,-5.45E-04,0,0,1,notDE
SERPINF2,0.73791598,-5.05E-04,0,0,1,notDE
INCA1,0.73791598,-4.21E-04,0,0,1,notDE
GUCY2D,0.73791598,-9.81E-04,0,0,1,notDE
PLEKHH3,0.73791598,-4.56E-04,0,0,1,notDE
AC007993.3,0.73791598,-3.26E-04,0,0,1,notDE
CD300E,0.73791598,-5.22E-04,0,0,1,notDE
AANAT,0.73791598,-3.89E-04,0,0,1,notDE
AC009802.1,0.73791598,-0.001984406,0,0,1,notDE
THBD,0.73791598,-2.12E-04,0,0,1,notDE
CSE1L-AS1,0.73791598,-4.03E-04,0,0,1,notDE
SMIM25,0.73791598,-2.68E-04,0,0,1,notDE
CYP24A1,0.73791598,-8.55E-04,0,0,1,notDE
KCNQ2,0.73791598,-7.88E-04,0,0,1,notDE
CREB3L3,0.73791598,-5.07E-04,0,0,1,notDE
ANKRD24,0.73791598,-3.80E-04,0,0,1,notDE
RASGRP4,0.73791598,-3.37E-04,0,0,1,notDE
LGALS7,0.73791598,-4.36E-04,0,0,1,notDE
FBXO17,0.73791598,-5.29E-04,0,0,1,notDE
GRIN2D,0.73791598,-8.62E-04,0,0,1,notDE
